gid,year,barren_ih,capdist,forest_ih,gwno
226065,2010,73.6,5901.806,0,365
226066,2010,73.6,5912.813,0,365
226067,2010,73.38,5923.71,0,365
226068,2010,65.7,5934.496,0.14,365
226069,2010,72.83,5945.171,0,365
226070,2010,73.21,5955.735,0,365
226071,2010,73.1,5966.188,0,365
226072,2010,72.4,5976.528,0,365
226073,2010,73.13,5986.756,0,365
226074,2010,73.46,5996.871,0,365
226075,2010,73.45,6006.873,0,365
226076,2010,73.53,6016.762,0,365
226077,2010,73.21,6026.537,0,365
226078,2010,73.43,6036.198,0,365
226079,2010,73.33,6045.744,0,365
226080,2010,76.1,6055.176,0,365
226081,2010,72.94,6013.924,0,365
226082,2010,73.47,6022.99,0,365
226083,2010,73.29,6031.942,0,365
226084,2010,73.38,6040.779,0,365
226085,2010,73.53,6049.502,0,365
226086,2010,73.36,6058.109,0,365
226087,2010,73.43,6066.602,0,365
226088,2010,72.89,6074.979,0,365
226089,2010,72.49,6083.239,0,365
226090,2010,62.88,6091.383,0,365
226091,2010,,6099.412,,365
226092,2010,,6107.323,,365
226093,2010,,6115.117,,365
226094,2010,,6122.793,,365
226095,2010,,6130.353,,365
226096,2010,,6137.794,,365
226113,2010,32.74,5951.911,0,2
226114,2010,64.97,5931.002,0,2
226115,2010,68.59,5910.054,0,2
226116,2010,70.28,5889.068,0,2
226117,2010,70.38,5868.045,0,2
226118,2010,71.22,5846.985,1.03,2
226119,2010,6.66,5825.891,2.04,2
226120,2010,0,5804.763,2.13,2
226121,2010,0,5783.603,11.18,2
226122,2010,0,5762.411,16.3,2
226123,2010,1.65,5741.188,5.34,2
226124,2010,0,5719.937,5.38,2
226125,2010,0,5698.657,7.85,2
226126,2010,0,5677.35,6.1,2
226127,2010,4.97,5656.018,2.88,2
226128,2010,15.63,5634.661,6.93,2
226129,2010,13.67,5613.28,3.57,2
226130,2010,28.73,5591.877,5.18,2
226131,2010,24.76,5570.454,6.17,2
226132,2010,30.51,5549.011,3.51,2
226133,2010,5.03,5527.549,7.74,2
226134,2010,10.29,5506.07,12.23,2
226135,2010,10.41,5484.575,13.73,2
226136,2010,8.62,5463.065,13.73,2
226137,2010,1.69,5441.542,15.36,2
226138,2010,1.67,5420.007,11.02,2
226139,2010,0,5398.461,18.6,2
226140,2010,5.11,5376.905,17.08,2
226141,2010,11.73,5355.341,2.76,2
226142,2010,10.13,5333.77,3.68,2
226143,2010,5.01,5312.193,6.12,2
226144,2010,1.67,5290.612,10.19,2
226145,2010,0,5269.028,15.14,2
226146,2010,1.7,5247.442,16.91,2
226147,2010,0,5225.856,23.09,2
226148,2010,0,5204.272,29.39,2
226149,2010,0,5182.69,17.69,2
226150,2010,0,5161.113,8.53,2
226151,2010,0,5139.541,10.26,2
226152,2010,0,5117.976,4.44,2
226153,2010,0,5096.42,19.65,2
226154,2010,1.76,5074.874,10.47,2
226155,2010,0,5053.338,7.78,2
226156,2010,0,5031.816,4.57,2
226157,2010,0,5010.309,6.97,2
226158,2010,0,4988.817,7.72,2
226159,2010,0,4407.333,6.2,20
226160,2010,0,4385.748,19.18,20
226161,2010,24.12,4364.162,24.94,20
226162,2010,72.59,4342.579,0,20
226163,2010,72.89,4321,0,20
226164,2010,72.88,4299.425,0,20
226165,2010,72.36,4277.856,0,20
226166,2010,72.52,4256.295,0,20
226167,2010,73.55,4234.744,0,20
226168,2010,73.41,4213.204,0,20
226169,2010,73.61,4191.675,0,20
226170,2010,73.7,4170.161,0,20
226171,2010,70.95,4148.663,0,20
226172,2010,70.55,4127.181,0,20
226173,2010,67.62,4105.719,0,20
226174,2010,68.37,4084.277,0,20
226175,2010,70.08,4062.857,0,20
226176,2010,66.2,4041.46,5.45,20
226177,2010,69.58,4020.09,0,20
226178,2010,68.35,3998.747,0,20
226179,2010,66.06,3977.433,5.28,20
226180,2010,1.64,3956.149,24.85,20
226181,2010,0,3934.899,24.49,20
226182,2010,0,3913.683,27.2,20
226183,2010,1.63,3892.504,2.19,20
226184,2010,3.27,3871.363,7.47,20
226185,2010,0,3850.262,4.02,20
226186,2010,35.45,3829.204,1.43,20
226187,2010,53.28,3808.189,0,20
226188,2010,41.86,3787.222,0,20
226189,2010,36.71,3766.302,5.5,20
226190,2010,22.42,3745.434,2.71,20
226191,2010,23.03,3724.617,3.2,20
226192,2010,6.3,3703.856,2.14,20
226193,2010,47.19,3683.151,5.85,20
226194,2010,70.54,3662.506,0,20
226195,2010,70.21,3641.922,0,20
226196,2010,68.38,3621.402,0,20
226197,2010,72.15,3600.948,0,20
226198,2010,72.25,3580.563,0,20
226199,2010,72.77,3560.248,0,20
226200,2010,72.02,3540.006,0,20
226201,2010,70.75,3519.841,0,20
226202,2010,70.46,3499.753,0,20
226203,2010,61.07,3479.747,0,20
226204,2010,72.11,3459.823,0,20
226205,2010,72.47,3439.986,0,20
226206,2010,65.46,3420.238,0,20
226207,2010,71.45,3400.581,0,20
226208,2010,73.71,3381.018,0,20
226209,2010,73.72,3361.553,0,20
226210,2010,73.7,3342.187,0,20
226211,2010,72.33,3322.924,0,20
226212,2010,71.77,3303.767,0,20
226213,2010,70.71,3284.719,0,20
226214,2010,63.62,3265.782,0,20
226215,2010,67.74,3246.96,0,20
226216,2010,67.05,3228.255,0,20
226217,2010,72.72,3209.672,0,20
226218,2010,72.51,3191.213,0,20
226219,2010,73.85,3172.882,0,20
226220,2010,72.8,3154.681,0,20
226221,2010,72.86,3136.615,0,20
226222,2010,73.74,3118.686,0,20
226223,2010,73.6,3100.897,0,20
226224,2010,73.6,3083.254,0,20
226225,2010,24.89,3065.758,0,20
226226,2010,66.44,3048.413,0,20
226227,2010,73.33,3031.224,0,20
226228,2010,73.25,3014.193,0,20
226229,2010,72.55,2997.325,0,20
226230,2010,72.7,2980.623,0,20
226231,2010,73.62,2964.09,0,20
226232,2010,73.61,2947.731,0,20
226233,2010,73.68,2931.55,0,20
226234,2010,73.65,2915.55,0,20
226235,2010,69.33,2899.736,0,20
226236,2010,73.65,2884.111,0,20
226237,2010,73.64,2868.678,0,20
226238,2010,72.78,2853.444,0,20
226239,2010,73.83,2838.41,0,20
226240,2010,73.67,2823.582,0,20
226241,2010,73.63,2808.963,0,20
226242,2010,73.69,2794.558,0,20
226243,2010,72.18,2780.371,0,20
226244,2010,64.5,2766.405,0,20
226245,2010,72.36,2752.666,0,20
226246,2010,73.65,2739.156,0,20
226247,2010,71.75,2725.881,0,20
226248,2010,55.13,2712.844,0,20
226249,2010,73.6,2700.051,0,20
226250,2010,73.6,2687.504,0,20
226251,2010,73.6,2675.208,0,20
226252,2010,73.6,2663.168,0,20
226253,2010,73.6,2651.387,0,20
226254,2010,73.62,2639.869,0,20
226255,2010,73.7,2628.62,0,20
226256,2010,73.6,2617.642,0,20
226257,2010,73.6,2606.939,0,20
226258,2010,73.6,2596.517,0,20
226259,2010,72.69,2586.378,0,20
226260,2010,73.64,2576.527,0,20
226261,2010,73.61,2566.968,0,20
226262,2010,73.6,2557.703,0,20
226263,2010,73.67,2548.739,0,20
226264,2010,73.6,2540.076,0,20
226265,2010,73.6,2531.72,0,20
226266,2010,73.6,2523.674,0,20
226267,2010,58.02,2515.941,0,20
226268,2010,73.73,2508.525,0,20
226269,2010,73.79,2501.428,0,20
226270,2010,72.83,2494.654,0,20
226271,2010,72.66,2488.207,0,20
226272,2010,73.8,2482.088,0,20
226273,2010,73.76,2476.3,0,20
226274,2010,73.72,2470.847,0,20
226275,2010,75.23,2465.731,0,20
226276,2010,76.57,2460.954,0,20
226277,2010,73.76,2456.518,0,20
226278,2010,,2452.426,,20
226286,2010,,2432.253,,20
226287,2010,39.9,2431.321,0,20
226288,2010,38.14,2430.744,0,20
226289,2010,32.55,2430.524,0,20
226290,2010,,2430.659,,20
226295,2010,,2436.668,,20
226296,2010,55.13,2438.932,0,20
226297,2010,68.14,2441.548,0,20
226298,2010,68.49,2444.515,0,20
226299,2010,71.9,2447.831,0,20
226300,2010,75.87,2451.495,0,20
226301,2010,79.48,2455.504,0,20
226302,2010,89.08,2459.858,0,20
226303,2010,85.16,2464.553,0,20
226304,2010,73.75,2469.589,0,20
226305,2010,83.87,2474.961,0,20
226306,2010,92.67,2480.668,0,20
226307,2010,100,2486.708,0,20
226308,2010,100,2493.077,0,20
226309,2010,100,2499.773,0,20
226310,2010,100,2506.792,0,20
226311,2010,88.32,2514.132,0,20
226312,2010,76.54,2521.789,0,20
226313,2010,95.83,2529.76,0,20
226314,2010,96.48,2538.042,0,20
226315,2010,100,2546.632,0,20
226316,2010,,2555.524,,20
226468,2010,,830.6674,,385
226469,2010,,835.3892,,385
226470,2010,44.91,840.8038,20.18,385
226471,2010,61.85,846.8975,13.93,385
226472,2010,90.23,853.6553,3.15,385
226473,2010,91.44,861.0613,0,385
226474,2010,89.6,884.7906,0,380
226475,2010,100,883.3268,0,380
226476,2010,64.15,882.5591,1.14,380
226477,2010,29.46,882.4892,4.65,380
226478,2010,3.18,883.1175,9.51,380
226479,2010,0,884.4423,20.02,380
226480,2010,0,886.4606,54.42,380
226481,2010,0,889.1673,62.62,380
226482,2010,0,892.5562,58.77,380
226483,2010,0,896.6192,66.39,380
226484,2010,0,901.347,73.49,380
226485,2010,0,906.7289,80.35,380
226486,2010,0,912.7531,89.39,380
226487,2010,0,919.4064,88.27,380
226488,2010,0,790.735,89.7,375
226489,2010,0,789.3148,83.96,375
226490,2010,0,788.6538,79.29,375
226491,2010,0,788.754,86.05,375
226492,2010,0,789.6152,86.95,375
226493,2010,0,791.2348,88.04,375
226494,2010,0,793.608,93.03,375
226495,2010,0,796.728,89.26,375
226496,2010,0,800.5859,91.87,375
226497,2010,0,805.1707,91.71,375
226498,2010,0,810.47,91.72,375
226499,2010,0,816.4694,80.64,375
226500,2010,0,1345.458,80.14,365
226501,2010,0,1337.73,78.75,365
226502,2010,0,1330.467,74.73,365
226503,2010,0,1323.676,62.21,365
226504,2010,0,1317.366,20.29,365
226505,2010,0,1311.544,62.54,365
226506,2010,0,1306.217,52.17,365
226507,2010,0,1301.39,48.62,365
226508,2010,0,1297.071,73.57,365
226509,2010,0,1293.264,69.63,365
226510,2010,0,1289.973,76.51,365
226511,2010,0,1287.204,82.68,365
226512,2010,0,1284.96,79.07,365
226513,2010,0,1283.244,75.06,365
226514,2010,0,1282.057,68.26,365
226515,2010,0,1281.402,48.75,365
226516,2010,0,1281.279,36.7,365
226517,2010,1.76,1281.688,30.93,365
226518,2010,0,1282.629,13.97,365
226519,2010,1.68,1284.101,11.8,365
226520,2010,0,1286.102,5.93,365
226521,2010,0,1288.629,7.65,365
226522,2010,0,1291.678,9.6,365
226523,2010,0,1295.247,2.21,365
226528,2010,,1320.7,,365
226529,2010,0,1327.269,3.96,365
226530,2010,0,1334.315,14.64,365
226531,2010,0,1341.829,10.69,365
226532,2010,,1349.803,,365
226536,2010,0,1386.127,17.02,365
226537,2010,0,1396.269,24.31,365
226538,2010,0,1406.816,3.67,365
226539,2010,0,1417.759,14.31,365
226540,2010,0,1429.088,18.86,365
226541,2010,0,1440.793,15.63,365
226542,2010,0,1452.865,35.03,365
226543,2010,0,1465.293,34.96,365
226544,2010,0,1478.068,20.34,365
226545,2010,0,1491.181,21.23,365
226546,2010,0,1504.621,24.39,365
226547,2010,0,1518.379,26.82,365
226548,2010,0,1532.446,15.15,365
226549,2010,0,1546.813,7.72,365
226550,2010,0,1561.47,2.92,365
226551,2010,0,1576.408,2.92,365
226552,2010,0,1591.62,2.13,365
226553,2010,0,1607.095,2.92,365
226554,2010,0,1622.825,2.2,365
226555,2010,0,1638.803,3.7,365
226556,2010,0,1655.021,2.92,365
226557,2010,0,1671.469,2.12,365
226558,2010,0,1688.141,1.31,365
226559,2010,3.32,1705.028,1.28,365
226560,2010,20.72,1722.124,0,365
226561,2010,73.72,1739.422,0,365
226562,2010,73.63,1756.914,0,365
226563,2010,73.61,1774.594,0,365
226564,2010,73.71,1792.455,0,365
226565,2010,73.75,1810.49,0,365
226566,2010,73.65,1828.694,0,365
226567,2010,73.62,1847.06,0,365
226568,2010,73.63,1865.582,0,365
226569,2010,73.76,1884.255,0,365
226570,2010,73.75,1903.074,0,365
226571,2010,73.86,1922.032,0,365
226572,2010,72.61,1941.124,0,365
226573,2010,71.74,1960.346,0,365
226574,2010,71.27,1979.693,0,365
226575,2010,6.61,1999.159,1.22,365
226576,2010,0,2018.74,1.33,365
226577,2010,0,2038.432,1.31,365
226578,2010,0,2058.23,1.31,365
226579,2010,0,2078.13,1.32,365
226580,2010,4.79,2098.128,1.21,365
226581,2010,56.33,2118.22,0,365
226582,2010,69,2138.402,0,365
226583,2010,71.07,2158.67,0,365
226584,2010,69.03,2179.021,0,365
226585,2010,73.6,2199.451,0,365
226586,2010,,2219.957,,365
226588,2010,,2261.182,,365
226589,2010,0,2281.895,0,365
226590,2010,15.19,2302.671,0,365
226591,2010,32.28,2323.507,0,365
226592,2010,62.8,2344.401,0,365
226593,2010,72.23,2365.348,0,365
226594,2010,70.45,2386.347,0,365
226595,2010,68.18,2407.395,0,365
226596,2010,66.02,2428.49,0,365
226597,2010,72.23,2449.628,0,365
226598,2010,71.57,2470.807,0,365
226599,2010,68.64,2492.026,0,365
226600,2010,69.71,2513.282,0,365
226601,2010,71.32,2534.572,0,365
226602,2010,71.73,2555.894,0,365
226603,2010,72.55,2577.247,0,365
226604,2010,73.83,2598.627,0,365
226605,2010,73.8,2620.034,0,365
226606,2010,61.63,2641.465,0,365
226607,2010,17.15,2662.918,0,365
226608,2010,1.86,2684.392,1.16,365
226609,2010,0,2705.884,1.32,365
226610,2010,0,2727.392,2.94,365
226611,2010,1.63,2748.916,4.11,365
226612,2010,16.99,2770.453,3.26,365
226613,2010,0,2792.001,7.03,365
226614,2010,1.64,2813.559,4.7,365
226615,2010,1.61,2835.126,4.55,365
226616,2010,0,2856.699,4.6,365
226617,2010,43.48,2878.278,2.43,365
226618,2010,66.8,2899.861,0,365
226619,2010,66.28,2921.446,0,365
226620,2010,66.97,2943.031,0,365
226621,2010,71.34,2964.616,0,365
226622,2010,71.83,2986.2,0,365
226623,2010,73.73,3007.78,0,365
226624,2010,73.72,3029.355,0,365
226625,2010,67.23,3050.925,0,365
226626,2010,65.18,3072.487,0,365
226627,2010,72.19,3094.042,0,365
226628,2010,70.08,3115.586,0,365
226629,2010,73.86,3137.12,0,365
226630,2010,73.64,3158.641,0,365
226631,2010,73.82,3180.15,0,365
226632,2010,73.63,3201.645,0,365
226633,2010,73.61,3223.123,0,365
226634,2010,73.6,3244.586,0,365
226635,2010,73.63,3266.031,0,365
226636,2010,73.69,3287.457,0,365
226637,2010,73.61,3308.864,0,365
226638,2010,73.61,3330.25,0,365
226639,2010,73.39,3351.614,0,365
226640,2010,73.03,3372.955,0,365
226641,2010,73.12,3394.272,0,365
226642,2010,73.46,3415.565,0,365
226643,2010,72.86,3436.833,0,365
226644,2010,71.4,3458.073,0,365
226645,2010,73.38,3479.286,0,365
226646,2010,73.26,3500.471,0,365
226647,2010,32.51,3521.626,1.62,365
226648,2010,0,3542.751,1.3,365
226649,2010,0,3563.845,1.35,365
226650,2010,0,3584.907,1.35,365
226651,2010,0,3605.936,1.35,365
226652,2010,0,3626.931,2.13,365
226653,2010,0,3647.892,1.35,365
226654,2010,0,3668.817,5.3,365
226655,2010,0,3689.707,7.72,365
226656,2010,0,3710.558,6.91,365
226657,2010,0,3731.373,3.71,365
226658,2010,0,3752.148,2.92,365
226659,2010,0,3772.884,1.35,365
226660,2010,0,3793.58,1.35,365
226661,2010,0,3814.235,1.35,365
226662,2010,0,3834.848,2.13,365
226663,2010,0,3855.418,2.92,365
226664,2010,0,3875.946,1.35,365
226665,2010,0,3896.429,2.13,365
226666,2010,0,3916.867,6.1,365
226667,2010,0,3937.26,2.01,365
226668,2010,0,3957.607,1.35,365
226669,2010,0,3977.907,1.35,365
226670,2010,0,3998.159,1.35,365
226671,2010,0,4018.363,2.13,365
226672,2010,0,4038.518,1.35,365
226673,2010,0,4058.624,1.35,365
226674,2010,0,4078.678,1.35,365
226675,2010,1.64,4098.682,2.11,365
226676,2010,1.64,4118.634,2.9,365
226677,2010,1.64,4138.533,2.9,365
226678,2010,1.65,4158.379,4.49,365
226679,2010,0,4178.172,6.91,365
226680,2010,0,4197.91,10.98,365
226681,2010,0,4217.593,18.54,365
226682,2010,0,4237.22,23.74,365
226683,2010,0,4256.791,17.68,365
226684,2010,0,4276.305,17.7,365
226685,2010,0,4295.761,6.79,365
226686,2010,0,4315.159,6.79,365
226687,2010,0,4334.498,13.65,365
226688,2010,0,4353.777,6.46,365
226689,2010,0,4372.996,3.07,365
226690,2010,0,4392.154,2.14,365
226691,2010,0,4411.251,2.92,365
226692,2010,0,4430.286,2.94,365
226693,2010,19.05,4449.258,1,365
226694,2010,71.72,4468.167,0,365
226695,2010,62.07,4487.012,0,365
226696,2010,62.42,4505.793,0,365
226697,2010,48.13,4524.508,0,365
226698,2010,70.78,4543.158,0,365
226699,2010,72.9,4561.742,0,365
226700,2010,34.32,4580.259,0.71,365
226701,2010,0,4598.708,1.35,365
226702,2010,0,4617.09,1.35,365
226703,2010,0,4635.403,1.35,365
226704,2010,0,4653.647,2.13,365
226705,2010,0,4671.821,4.5,365
226706,2010,0,4689.925,2.14,365
226707,2010,0,4707.958,1.93,365
226708,2010,0,4725.919,1,365
226709,2010,0,4743.809,2.54,365
226710,2010,0,4761.626,1.82,365
226711,2010,0,4779.37,1.35,365
226712,2010,0,4797.041,3.92,365
226713,2010,0,4814.637,6.15,365
226714,2010,0,4832.159,6.23,365
226715,2010,0,4849.604,3.36,365
226716,2010,1.65,4866.975,4.98,365
226717,2010,59.33,4884.269,0,365
226718,2010,69.26,4901.486,0,365
226719,2010,71.74,4918.626,0,365
226720,2010,71.13,4935.688,0,365
226721,2010,73.37,4952.671,0,365
226722,2010,73.52,4969.575,0,365
226723,2010,51.78,4986.399,0,365
226724,2010,63.74,5003.144,1.1,365
226725,2010,28.53,5019.808,0.21,365
226726,2010,1.63,5036.391,0,365
226727,2010,3.21,5052.892,0,365
226728,2010,57.2,5069.311,0,365
226729,2010,72.61,5085.647,0,365
226730,2010,70.14,5101.9,0,365
226731,2010,72.86,5118.069,0,365
226732,2010,71.83,5134.154,0,365
226733,2010,70.58,5150.155,0,365
226734,2010,68.29,5166.07,0,365
226735,2010,73.01,5181.899,0,365
226736,2010,73.59,5197.642,0,365
226737,2010,73.6,5213.298,0,365
226738,2010,73.6,5228.868,0,365
226739,2010,73.6,5244.349,0,365
226740,2010,71.03,5259.742,0,365
226741,2010,73.6,5275.047,0,365
226742,2010,72.47,5290.262,0,365
226743,2010,70.82,5305.388,0,365
226744,2010,68.45,5320.423,0,365
226745,2010,69.53,5335.369,0,365
226746,2010,67.23,5350.222,0,365
226747,2010,69.98,5364.984,0,365
226748,2010,69.09,5379.655,0,365
226749,2010,73.48,5394.232,0,365
226750,2010,73.5,5408.717,0,365
226751,2010,73.53,5423.108,0,365
226752,2010,0,5437.405,0,365
226753,2010,0,5451.608,0.04,365
226754,2010,0,5465.716,0,365
226755,2010,0,5479.729,0,365
226756,2010,4.94,5493.646,0,365
226757,2010,1.63,5507.466,0,365
226758,2010,8.27,5521.19,0,365
226759,2010,0,5534.817,0,365
226760,2010,0,5548.347,0,365
226761,2010,0,5561.778,0,365
226762,2010,6.62,5575.111,0,365
226763,2010,68.5,5588.346,0,365
226764,2010,66.02,5601.48,0,365
226765,2010,38.37,5614.516,0,365
226766,2010,65.97,5627.45,0,365
226767,2010,68.5,5640.285,0,365
226768,2010,73.6,5653.018,0,365
226769,2010,71.03,5665.65,0,365
226770,2010,73.52,5678.18,0,365
226771,2010,70.81,5690.607,0,365
226772,2010,70.89,5702.932,0,365
226773,2010,72.95,5715.154,0,365
226774,2010,73.36,5727.272,0,365
226775,2010,73.26,5739.287,0,365
226776,2010,73.57,5751.197,0,365
226777,2010,73.42,5763.002,0,365
226778,2010,73.2,5774.703,0,365
226779,2010,73.36,5786.298,0,365
226780,2010,75.61,5797.787,0,365
226781,2010,74.16,5809.169,0,365
226782,2010,74.7,5820.445,0,365
226783,2010,73.91,5831.614,0,365
226784,2010,72.74,5842.675,0,365
226785,2010,70.63,5853.628,0,365
226786,2010,73.58,5864.474,0,365
226787,2010,73.38,5875.21,0,365
226788,2010,73.51,5885.838,0,365
226789,2010,73.52,5896.357,0,365
226790,2010,72.7,5906.766,0,365
226791,2010,72.37,5917.064,0,365
226792,2010,72.98,5927.253,0,365
226793,2010,75.13,5937.331,0,365
226794,2010,76.62,5947.297,0,365
226795,2010,74.45,5957.152,0,365
226796,2010,75.77,5966.896,0,365
226797,2010,75.09,5976.527,0,365
226798,2010,71.22,5986.046,0,365
226799,2010,73.7,5995.452,0,365
226800,2010,73.08,6004.745,0,365
226801,2010,72.36,5963.417,0,365
226802,2010,74.81,5972.346,0,365
226803,2010,72.86,5981.162,0,365
226804,2010,72.91,5989.866,0,365
226805,2010,73.34,5998.456,0,365
226806,2010,73.34,6006.934,0,365
226807,2010,67.59,6015.297,0,365
226808,2010,48.32,6023.547,0,365
226809,2010,29.79,6031.683,0,365
226810,2010,,6039.704,,365
226830,2010,,5999.306,,2
226831,2010,73.6,5978.92,0,2
226832,2010,73.6,5958.492,0,2
226833,2010,73.67,5938.025,0,2
226834,2010,73.61,5917.519,0,2
226835,2010,73.71,5896.975,0,2
226836,2010,73.76,5876.395,0,2
226837,2010,72.86,5855.778,0,2
226838,2010,73.63,5835.128,0,2
226839,2010,36.66,5814.444,0,2
226840,2010,0,5793.728,2.13,2
226841,2010,1.63,5772.98,1.32,2
226842,2010,8.32,5752.203,1.19,2
226843,2010,0,5731.396,1.35,2
226844,2010,0,5710.563,1.34,2
226845,2010,11.83,5689.702,1.13,2
226846,2010,47.9,5668.815,0,2
226847,2010,68.69,5647.905,0,2
226848,2010,73.76,5626.972,0,2
226849,2010,73.84,5606.017,0,2
226850,2010,72.28,5585.041,0,2
226851,2010,72.12,5564.045,0,2
226852,2010,71.02,5543.031,0,2
226853,2010,69.99,5522,2.72,2
226854,2010,59.31,5500.954,0,2
226855,2010,41.3,5479.893,1.49,2
226856,2010,3.3,5458.818,3.68,2
226857,2010,11.75,5437.731,1.12,2
226858,2010,30.43,5416.634,3.4,2
226859,2010,30.22,5395.527,1.65,2
226860,2010,36.21,5374.413,0,2
226861,2010,52.48,5353.291,2.25,2
226862,2010,52.6,5332.164,0,2
226863,2010,51.05,5311.032,1.33,2
226864,2010,24.41,5289.897,0,2
226865,2010,4.94,5268.762,1.25,2
226866,2010,3.28,5247.625,1.28,2
226867,2010,17.27,5226.491,2.7,2
226868,2010,1.66,5205.359,7.73,2
226869,2010,0,5184.231,2.92,2
226870,2010,0,5163.108,2.13,2
226871,2010,0,5141.993,4.5,2
226872,2010,0,5120.885,4.5,2
226873,2010,0,5099.788,6.1,2
226874,2010,0,5078.702,6.1,2
226875,2010,0,5057.629,6.1,2
226876,2010,0,5036.57,7.72,2
226877,2010,0,5015.527,5.3,2
226878,2010,0,4994.501,3.71,2
226879,2010,0,4407.363,4.5,20
226880,2010,0,4386.228,3.87,20
226881,2010,22.78,4365.095,9.69,20
226882,2010,67.67,4343.966,0,20
226883,2010,73.06,4322.842,0,20
226884,2010,73.58,4301.726,0,20
226885,2010,73.6,4280.617,0,20
226886,2010,73.46,4259.518,0,20
226887,2010,71.44,4238.43,2.77,20
226888,2010,70.86,4217.354,2.01,20
226889,2010,73.63,4196.293,0,20
226890,2010,73.77,4175.248,0,20
226891,2010,72.86,4154.22,0,20
226892,2010,61.15,4133.211,5.36,20
226893,2010,68.32,4112.224,2.65,20
226894,2010,71,4091.258,0,20
226895,2010,66.66,4070.316,0,20
226896,2010,64.37,4049.399,2.73,20
226897,2010,58.84,4028.51,2.85,20
226898,2010,69.35,4007.651,0,20
226899,2010,71.28,3986.822,0,20
226900,2010,0,3966.026,21.12,20
226901,2010,0,3945.264,4.93,20
226902,2010,6.7,3924.539,5.99,20
226903,2010,4.95,3903.852,4.71,20
226904,2010,0,3883.205,14.3,20
226905,2010,4.9,3862.601,3.92,20
226906,2010,61.19,3842.04,5.12,20
226907,2010,62.17,3821.525,0,20
226908,2010,62.06,3801.059,0,20
226909,2010,57.51,3780.642,0,20
226910,2010,60.44,3760.278,0,20
226911,2010,63.96,3739.967,0,20
226912,2010,65.06,3719.714,0,20
226913,2010,70.23,3699.518,0,20
226914,2010,71.03,3679.384,0,20
226915,2010,73.73,3659.312,0,20
226916,2010,70.35,3639.306,0,20
226917,2010,71.81,3619.367,0,20
226918,2010,72.77,3599.498,0,20
226919,2010,73.77,3579.702,0,20
226920,2010,71.66,3559.98,0,20
226921,2010,71.46,3540.335,0,20
226922,2010,72.62,3520.77,0,20
226923,2010,72.59,3501.286,0,20
226924,2010,70.83,3481.888,0,20
226925,2010,73.79,3462.576,0,20
226926,2010,73.8,3443.354,0,20
226927,2010,73.77,3424.226,0,20
226928,2010,73.83,3405.192,0,20
226929,2010,65.29,3386.256,0,20
226930,2010,53.09,3367.42,0,20
226931,2010,42.11,3348.688,0,20
226932,2010,34.15,3330.063,0,20
226933,2010,27.8,3311.547,0,20
226934,2010,27.77,3293.143,0,20
226935,2010,,3274.854,,20
226936,2010,30.13,3256.684,0,20
226937,2010,32.97,3238.635,0,20
226938,2010,39.45,3220.71,0,20
226939,2010,49.55,3202.913,0,20
226940,2010,64.72,3185.246,0,20
226941,2010,41.17,3167.713,0,20
226942,2010,35.75,3150.318,0,20
226943,2010,,3133.063,,20
226944,2010,,3115.951,,20
226945,2010,47.3,3098.987,0,20
226946,2010,69.85,3082.174,0,20
226947,2010,73.28,3065.514,0,20
226948,2010,72.46,3049.012,0,20
226949,2010,73.7,3032.672,0,20
226950,2010,73.68,3016.495,0,20
226951,2010,71.02,3000.487,0,20
226952,2010,73.61,2984.651,0,20
226953,2010,73.65,2968.991,0,20
226954,2010,69.47,2953.509,0,20
226955,2010,48.99,2938.211,0,20
226956,2010,36.99,2923.099,0,20
226957,2010,32.15,2908.178,0,20
226958,2010,34.43,2893.451,0,20
226959,2010,44.99,2878.922,0,20
226960,2010,49.11,2864.595,0,20
226961,2010,45.48,2850.474,0,20
226962,2010,36.49,2836.562,0,20
226963,2010,44.27,2822.864,0,20
226964,2010,66.71,2809.384,0,20
226965,2010,38.08,2796.125,0,20
226966,2010,54.66,2783.091,0,20
226967,2010,72.27,2770.286,0,20
226968,2010,42.24,2757.714,0,20
226969,2010,,2745.38,,20
226970,2010,73.6,2733.286,0,20
226971,2010,73.78,2721.438,0,20
226972,2010,73.6,2709.838,0,20
226973,2010,73.6,2698.49,0,20
226974,2010,73.68,2687.399,0,20
226975,2010,68.89,2676.569,0,20
226976,2010,71.06,2666.002,0,20
226977,2010,73.64,2655.703,0,20
226978,2010,73.6,2645.676,0,20
226979,2010,72.71,2635.923,0,20
226980,2010,73.61,2626.449,0,20
226981,2010,73.61,2617.258,0,20
226982,2010,73.7,2608.353,0,20
226983,2010,73.64,2599.736,0,20
226984,2010,46.35,2591.413,0,20
226985,2010,,2583.385,,20
226987,2010,29.12,2568.229,0,20
226988,2010,61.18,2561.108,0,20
226989,2010,73.65,2554.295,0,20
226990,2010,75.97,2547.793,0,20
226991,2010,75.89,2541.605,0,20
226992,2010,84.6,2535.733,0,20
226993,2010,80.82,2530.181,0,20
226994,2010,76.53,2524.949,0,20
226995,2010,73.75,2520.042,0,20
226996,2010,68.58,2515.46,0,20
226997,2010,36.26,2511.206,0,20
226998,2010,,2507.282,,20
227006,2010,73.6,2487.946,0,20
227007,2010,73.78,2487.052,0,20
227008,2010,72.8,2486.5,0,20
227009,2010,73.76,2486.288,0,20
227010,2010,61.18,2486.417,0,20
227011,2010,,2486.888,,20
